id,text,drug_raw,drug_normalized,food_raw,food_category,symptom,event_sequence,temporal_relation,interaction_category,severity,is_interaction_present,confidence_label,notes
N238,I continued smoking despite having asthma,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N239,I took antibiotics with milk and then felt nauseous,antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N240,"After combining antibiotics and milk, I felt discomfort",antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N241,I took painkillers without eating and later had stomach pain,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R027; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.9
N242,Skipping meals before taking diabetes medicine made me dizzy,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R028; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.88
N243,I drank alcohol along with sedatives and became drowsy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R029; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.92
N244,I ate leafy greens regularly during warfarin therapy,warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R030; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.85
N245,I drink alcohol while using medications,unknown,unknown,alcohol,alcohol,none,habit,habit,possible_interaction,1,TRUE,medium,source_rule=R031; rule_category=general; clinical_strength=moderate; confidence_base=0.7
N246,I ate fatty food along with my medicine,unknown,unknown,high_fat,high_fat,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R032; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N247,I consumed fiber-rich food with my tablets,unknown,unknown,high_fiber,high_fiber,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R033; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N248,I forgot to take my medication yesterday,unknown,unknown,none,none_reported,none,missed_dose,missed_dose,missed_dose,1,TRUE,high,source_rule=R034; rule_category=general; clinical_strength=strong; confidence_base=0.95
N249,I accidentally took more medicine than prescribed,unknown,unknown,none,none_reported,none,double_dose,double_dose,overdose,2,TRUE,high,source_rule=R035; rule_category=general; clinical_strength=strong; confidence_base=0.95
N250,I ate breakfast right after taking levothyroxine tablet,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N251,I took amoxicillin earlier and later had milk,amoxicillin,amoxicillin,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N252,"After finishing my antibiotic dose, I drank milk",antibiotic,antibiotic,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N253,I ate yogurt some time after taking my antibiotic tablet,antibiotic,antibiotic,yogurt,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N254,I had curd later in the day after my antibiotic,antibiotic,antibiotic,curd,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N255,I took levothyroxine and later ate iron-rich vegetables,levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
N256,"After my thyroid medicine, I consumed foods containing iron",levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
N257,I had food immediately after taking levothyroxine,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N258,I didn’t wait after taking my thyroid tablet before eating,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N259,I kept eating spinach regularly while using warfarin,warfarin,warfarin,spinach,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N260,"During my warfarin therapy, I included leafy greens often",warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N261,I took a sedative and later consumed alcohol,sedative,sedative,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N262,"After my sleeping medication, I drank alcohol",sedative,sedative,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N263,I ate high-carb food after taking metformin,metformin,metformin,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N264,"After my diabetes tablet, I had a carb-heavy meal",antidiabetic,antidiabetic,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N265,I took an NSAID without eating and later felt stomach pain,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N266,Skipping food before taking diclofenac caused stomach discomfort,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N267,I felt dizzy after taking my diabetes medicine without food,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N268,Taking my diabetes tablet on an empty stomach made me weak,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N269,I experienced nausea after taking antibiotics,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N270,My antibiotic dose made me feel nauseous later,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N271,I ate food right after taking iron tablets,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N272,I didn’t wait before eating after taking iron supplements,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N273,I took my vitamins along with my meal,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N274,I consumed vitamins while having food,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N275,I drank coffee soon after taking anxiety medicine,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N276,I combine coffee with my anxiety medication,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_with_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N277,I took sedatives with alcohol and became drowsy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N278,Alcohol after sleeping pills made me very sleepy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N279,I ate sweets while undergoing diabetes treatment,diabetes,diabetes,sugar,high_sugar_or_high_carb,none,ate_food,food_only,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N280,"After my diabetes medication, I consumed sugary food",diabetes,diabetes,sugar,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N281,I consumed salty meals while on hypertension treatment,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N282,I ate high-salt food while taking blood pressure medicine,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N283,I drank grapefruit juice during my statin treatment,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,drank_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N284,I had grapefruit while taking cholesterol medicine,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,ate_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N285,I had alcohol after taking antidepressants,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N286,I drank alcohol while using antidepressant medication,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_with_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N287,I kept smoking during my asthma treatment,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N288,"Even with asthma, I continued my smoking habit",asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N289,I took antibiotics with milk and later felt uneasy,antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N290,"After combining milk with antibiotics, I felt discomfort",antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N291,Taking painkillers without eating caused stomach pain,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R027; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.9
N292,I felt dizzy after skipping meals and taking diabetes medicine,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R028; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.88
N293,I drank alcohol with sedatives and felt sleepy afterward,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R029; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.92
N294,I included leafy greens regularly while on warfarin,warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R030; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.85
N295,I drink alcohol regularly while taking medication,unknown,unknown,alcohol,alcohol,none,habit,habit,possible_interaction,1,TRUE,medium,source_rule=R031; rule_category=general; clinical_strength=moderate; confidence_base=0.7
N296,I ate fatty meals together with my medicine,unknown,unknown,high_fat,high_fat,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R032; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N297,I consumed fiber-rich meals with my tablets,unknown,unknown,high_fiber,high_fiber,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R033; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N298,I missed my medication dose yesterday,unknown,unknown,none,none_reported,none,missed_dose,missed_dose,missed_dose,1,TRUE,high,source_rule=R034; rule_category=general; clinical_strength=strong; confidence_base=0.95
N299,I took an extra dose of my medicine by mistake,unknown,unknown,none,none_reported,none,double_dose,double_dose,overdose,2,TRUE,high,source_rule=R035; rule_category=general; clinical_strength=strong; confidence_base=0.95
N300,I ate immediately after taking levothyroxine,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N301,Is it okay if I drink milk after taking amoxicillin?,amoxicillin,amoxicillin,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N302,"Took my antibiotic... then had milk, is that fine?",antibiotic,antibiotic,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N303,"I just took antibiotics and ate yogurt, should I worry?",antibiotic,antibiotic,yogurt,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N304,"Had curd right after my antibiotic dose, is that bad?",antibiotic,antibiotic,curd,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N305,"Took my thyroid pill then later ate iron-rich food, okay?",levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
N306,I didn’t know… ate iron food after thyroid tablet,levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
N307,Oops I ate immediately after taking levothyroxine,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N308,Didn’t wait… took thyroid med and ate breakfast,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N309,"Eating spinach daily while on warfarin, problem?",warfarin,warfarin,spinach,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N310,"I love greens, but I’m on warfarin… risky?",warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N311,Can I drink alcohol after taking a sedative?,sedative,sedative,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N312,Had beer after my sleeping pill… felt weird,sedative,sedative,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N313,Took metformin then ate sweets… is that bad?,metformin,metformin,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N314,"After diabetes meds, I still eat rice and sweets",antidiabetic,antidiabetic,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N315,I didn’t eat and took painkillers… stomach hurts now,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N316,Empty stomach + NSAID = pain later,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N317,Skipped food and took diabetes tablet… felt dizzy,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N318,No meal + diabetes meds = weakness?,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N319,Why do I feel nauseous after antibiotics?,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N320,Antibiotics making me sick… normal?,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N321,Took iron then ate immediately… okay?,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N322,Should I wait after iron tablets before eating?,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N323,I take vitamins with meals daily,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N324,Vitamins during lunch… that’s correct right?,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N325,Coffee after anxiety meds… not sure if okay,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N326,I mix coffee with my anxiety pills every morning,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_with_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N327,Alcohol + sedatives made me super sleepy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N328,Why so drowsy after mixing alcohol and pills?,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N329,Still eating sweets even with diabetes meds,diabetes,diabetes,sugar,high_sugar_or_high_carb,none,ate_food,food_only,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N330,Sugar cravings after meds… I keep eating sweets,diabetes,diabetes,sugar,high_sugar_or_high_carb,none,ate_food,food_only,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N331,High salt diet while on BP medicine… bad?,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N332,I eat salty snacks during hypertension treatment,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N333,Is grapefruit dangerous with statins?,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,ate_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N334,I drink grapefruit juice while on cholesterol meds,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,drank_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N335,Alcohol with antidepressants… is that safe?,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_with_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N336,I still drink alcohol while on antidepressants,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_with_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N337,I smoke even though I have asthma,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N338,Asthma patient but still smoking… bad habit,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N339,Milk + antibiotics made me feel uneasy,antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N340,"After antibiotics with milk, I felt weird",antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N341,Painkillers without food = stomach pain,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R027; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.9
N342,Skipping meals and taking meds made me dizzy,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R028; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.88
N343,Alcohol + sedatives = heavy drowsiness,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R029; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.92
N344,Warfarin + leafy greens regularly… concern?,warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R030; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.85
N345,I drink alcohol often while on meds,unknown,unknown,alcohol,alcohol,none,habit,habit,possible_interaction,1,TRUE,medium,source_rule=R031; rule_category=general; clinical_strength=moderate; confidence_base=0.7
N346,High fat meals with medication daily,unknown,unknown,high_fat,high_fat,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R032; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N347,Fiber-rich food always with tablets,unknown,unknown,high_fiber,high_fiber,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R033; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N348,Missed my medicine yesterday… what now?,unknown,unknown,none,none_reported,none,missed_dose,missed_dose,missed_dose,1,TRUE,high,source_rule=R034; rule_category=general; clinical_strength=strong; confidence_base=0.95
N349,Oops I took double dose accidentally,unknown,unknown,none,none_reported,none,double_dose,double_dose,overdose,2,TRUE,high,source_rule=R035; rule_category=general; clinical_strength=strong; confidence_base=0.95
N350,Ate immediately after thyroid pill… mistake?,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N351,I forgot and drank milk right after my antibiotic dose,antibiotic,antibiotic,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N352,Took amoxicillin in the morning and had milk tea soon after,amoxicillin,amoxicillin,milk,dairy_or_calcium,none,took_drug|drank_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R002; rule_category=food_drug; clinical_strength=strong; confidence_base=0.82
N353,I had yogurt not long after taking antibiotics,antibiotic,antibiotic,yogurt,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N354,"After my antibiotic, I casually ate some curd",antibiotic,antibiotic,curd,dairy_or_calcium,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,medium,source_rule=R001; rule_category=food_drug; clinical_strength=strong; confidence_base=0.8
N355,I took my thyroid tablet and later ate iron-rich vegetables,levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
N356,Didn’t realize… I ate iron food after thyroid medicine,levothyroxine,levothyroxine,iron,iron_rich,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R003; rule_category=food_drug; clinical_strength=strong; confidence_base=0.9
